,Symbols,Vol,Avg
164,SGF,19857500,21210540.0
165,SGP,18921300,2682900.0
166,SHR,12381800,18993800.0
167,SHREIT,300,21260.0
168,SINGER,2672100,2077060.0
169,SIRI,237670400,1059859360.0
170,SISB,1286500,1483240.0
171,SITHAI,48887900,27905920.0
172,SLP,6338900,2179000.0
173,SMK,19800,7600.0
174,SMT,40848200,10851420.0
175,SNC,483100,519340.0
176,SNP,1098900,98780.0
177,SO,6430200,639480.0
178,SORKON,359200,687420.0
179,SPACK,599400,808700.0
180,SPC,10000,6120.0
181,SPCG,4081300,5086020.0
182,SPRIME,52100,97100.0
183,SPVI,2175400,2075620.0
184,SR,4070200,553400.0
185,SRICHA,2466600,1510340.0
186,STA,16652300,16247320.0
187,STAR,142300,160680.0
188,STC,949200,6527520.0
189,SUC,75500,29660.0
190,SUN,5001200,18199080.0
191,SUPER,282739000,685475960.0
192,SVOA,14438100,24045160.0
193,TAKUNI,22238100,41886260.0
194,TASCO,5290900,5670320.0
195,TC,890800,739400.0
196,TCC,71813600,6554720.0
197,TCJ,904800,2829340.0
198,TCMC,5857300,13500580.0
199,TFI,6203200,6672620.0
200,THANA,192200,213940.0
201,THANI,109390300,27584080.0
202,THMUI,789100,5607120.0
203,THREL,1667500,4820140.0
204,TIP,1679800,1544440.0
205,TIPCO,10432200,1042900.0
206,TISCO,3375800,3157240.0
207,TKT,1491600,595000.0
208,TLHPF,61000,12800.0
209,TM,2919500,7986980.0
210,TMD,13000,6880.0
211,TMILL,886100,413980.0
212,TNH,18300,12520.0
213,TNITY,436400,2741800.0
214,TNPF,8000,6420.0
215,TNR,87600,47840.0
216,TPA,31900,148640.0
217,TPCORP,10900,5020.0
218,TPOLY,36455700,2034060.0
219,TR,10200,93940.0
220,TRITN,116345300,84463460.0
221,TRUE,121482600,66033460.0
222,TSTE,22600,12060.0
223,TTA,22662100,37559780.0
224,UBIS,151000,467140.0
225,UKEM,72283100,24189620.0
226,UMS,4155400,275900.0
227,UP,4200,6720.0
228,UPA,343933900,33419800.0
229,UREKA,35335700,1581200.0
230,UVAN,537100,489240.0
231,UWC,698848900,193311000.0
232,VCOM,1405900,3298000.0
233,VIH,331000,1078960.0
234,VRANDA,463100,276060.0
235,WHABT,27100,29540.0
236,WIN,39187000,6704680.0
237,WP,367700,337560.0
238,WPH,307500,304920.0
239,XO,3143300,2478540.0
