,Symbols,Vol,Avg,Chg,Price
97,CK,13629700,13560860.0,-0.0,19.799999237060547
98,CNT,815900,541580.0,0.02,2.059999942779541
99,EMC,81168000,79831440.0,-0.0,0.3199999928474426
100,RT,100438900,52029320.0,-0.12,2.5799999237060547
101,SEAFCO,6228600,3331780.0,0.06,4.980000019073486
102,SQ,99248900,18554260.0,-0.1,2.880000114440918
103,STPI,4501800,4180760.0,-0.02,4.480000019073486
104,7UP,173271000,126490680.0,-0.05,1.809999942779541
105,ABPIF,556700,162200.0,0.02,2.5
106,ACE,28967700,26599040.0,0.0,3.700000047683716
107,BAFS,8058100,1821400.0,0.75,29.0
108,BRRGIF,33900,20240.0,0.05,5.800000190734863
109,EA,12459700,11910500.0,-0.75,60.0
110,EP,3503800,1458920.0,0.15,5.900000095367432
111,GULF,12168500,10862460.0,-0.75,33.75
112,GUNKUL,1376275100,1076271660.0,0.12,4.920000076293945
113,MDX,5243200,4134360.0,-0.3,5.800000190734863
114,SCN,29504800,8809720.0,0.06,3.119999885559082
115,SKE,23421700,11488880.0,0.04,1.090000033378601
116,SSP,7770500,4508700.0,0.4,12.899999618530273
117,TPIPP,13896300,8728440.0,-0.04,4.400000095367432
118,TSE,229534800,8601180.0,-0.04,3.0
119,TTW,9102400,6770640.0,-0.1,11.899999618530273
120,WHAUP,7242000,6648840.0,0.04,4.340000152587891
121,BEAUTY,25891500,22168700.0,0.0,1.7100000381469727
122,COM7,9600800,7555140.0,0.5,70.0
123,CPALL,19792200,19445720.0,-0.5,61.0
124,CPW,30166300,3079940.0,0.38,4.079999923706055
125,HMPRO,48329700,21165960.0,0.4,15.0
126,IT,1199800,703340.0,0.0,5.5
127,RS,37234500,11687980.0,1.0,25.0
128,SPC,11600,5920.0,-0.25,60.0
129,BCH,27192800,19179280.0,0.8,21.5
130,CHG,60414600,37197860.0,0.06,3.5399999618530273
131,LPH,479400,447060.0,0.05,5.25
132,PR9,2360400,1097360.0,0.2,10.399999618530273
133,RPH,1560600,455320.0,-0.0,5.099999904632568
134,VIH,2300000,2276680.0,0.3,10.600000381469727
135,AQUA,41664400,17976940.0,0.01,0.4399999976158142
136,GRAMMY,135400,83320.0,0.1,15.100000381469727
137,MATCH,30900,19320.0,-0.02,1.690000057220459
138,MPIC,15300,9060.0,0.04,1.559999942779541
139,PLANB,15287200,11520060.0,-0.05,6.599999904632568
140,TH,7152100,5044000.0,-0.0,2.059999942779541
141,TKS,3649900,2140800.0,-0.05,9.899999618530273
142,VGI,20104000,15573760.0,-0.05,6.25
143,ROH,6500,700.0,0.0,33.0
144,SHR,24637400,16710340.0,0.02,3.5399999618530273
145,AOT,29049600,23915340.0,0.25,66.0
146,B,36621100,27790440.0,-0.02,0.7400000095367432
147,BTSGIF,10230700,4022320.0,-0.02,4.980000019073486
148,III,53243100,46574360.0,0.0,13.5
149,NOK,25421400,19078740.0,-0.35,1.5199999809265137
150,RCL,31859000,13535780.0,-5.0,54.5
151,TSTE,52000,30840.0,0.0,7.050000190734863
152,TTA,54506400,40729640.0,-1.2,15.800000190734863
153,CCET,27191700,20889400.0,-0.12,3.380000114440918
154,AIT,109500,90240.0,-0.1,21.799999237060547
155,JR,3257300,2332360.0,0.05,8.0
156,PT,488700,228680.0,0.0,6.0
157,SAMART,6552400,6250740.0,-0.05,8.949999809265137
158,SAMTEL,1415400,937420.0,-0.1,6.75
159,SIS,4295600,1435820.0,1.25,33.75
160,SVOA,13756000,8771660.0,0.08,2.200000047683716
161,SYNEX,3317600,2562180.0,0.3,25.0
162,THCOM,49309100,47860240.0,-0.5,11.800000190734863
